index,transactions,total_spend,avg_bill_value,qty_per_order,mtbp,life_time,cltv,basket_size_s,basket_size_m,basket_size_l,basket_price_sensitivity_la,basket_price_sensitivity_mm,basket_price_sensitivity_um,basket_price_sensitivity_na,basket_type_smallshop,basket_type_topup,basket_type_fullshop,basket_type_na,basket_dominant_fresh,basket_dominant_mixed,basket_dominant_grocery,basket_dominant_nonfood,label
CUST0000288043,1,1.7,1.7,1,0,299,508.3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2
CUST0000288170,3,11.61,3.87,3.333333333,1,330,1277.1,0.333333333,0.666666667,0,0.666666667,0,0,0.333333333,1,0,0,0,0,0,0.666666667,0.333333333,2
CUST0000288175,3,31.98,10.66,9,193.3333333,643,6854.38,0,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0.666666667,0.333333333,0,0,1,0,0,0,1
CUST0000289713,1,3.03,3.03,2,0,572,1733.16,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2
CUST0000290153,10,88.86,8.886,9.7,71.8,726,6451.236,0,0.4,0.6,0,0.6,0.4,0,0.5,0.5,0,0,0.2,0.6,0.2,0,1
CUST0000290660,228,2594.02,11.3772807,10.97807018,3.495614035,801,9113.201842,0.307017544,0.245614035,0.447368421,0.096491228,0.5,0.381578947,0.021929825,0.5,0.381578947,0.100877193,0.01754386,0.574561404,0.214912281,0.135964912,0.057017544,1
CUST0000291028,4,23.22,5.805,4.25,176.75,733,4255.065,0,1,0,0,0.75,0.25,0,1,0,0,0,0.25,0.25,0.5,0,2
CUST0000291269,2,19.41,9.705,5.5,1,286,2775.63,0,1,0,0,1,0,0,0.5,0.5,0,0,0,0,1,0,2
CUST0000291913,3,38.62,12.87333333,24,39.33333333,159,2046.86,0,0.333333333,0.666666667,0.666666667,0.333333333,0,0,0.333333333,0,0.666666667,0,0,0,1,0,3
CUST0000291914,1,1.3,1.3,2,0,487,633.1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2
CUST0000292379,10,215.78,21.578,13.2,42.2,781,16852.418,0,0.5,0.5,0.2,0.6,0.2,0,0.3,0.5,0.2,0,0.2,0.5,0.3,0,1
CUST0000292759,1,0.35,0.35,1,0,441,154.35,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2
CUST0000292858,28,454.13,16.21892857,11.82142857,27.60714286,792,12845.39143,0,0.25,0.75,0.321428571,0.678571429,0,0,0,0.964285714,0.035714286,0,0.035714286,0.464285714,0.5,0,1
CUST0000293398,8,32.79,4.09875,3.75,73.5,615,2520.73125,0.625,0.125,0.25,0,0.75,0.25,0,0.75,0.25,0,0,0.375,0,0.5,0.125,2
CUST0000293743,99,692.01,6.99,7.555555556,8.151515152,811,5668.89,0.333333333,0.434343434,0.232323232,0.505050505,0.373737374,0.101010101,0.02020202,0.717171717,0.212121212,0.070707071,0,0.444444444,0.222222222,0.292929293,0.04040404,1
CUST0000293820,4,106.2,26.55,9.25,162.75,765,20310.75,0.25,0.5,0.25,0,0.5,0.5,0,0.75,0,0.25,0,0.75,0,0.25,0,1
CUST0000293873,1,62.82,62.82,21,0,222,13946.04,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,3
CUST0000294362,1,1.04,1.04,1,0,228,237.12,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2
CUST0000294502,1,52.95,52.95,14,0,131,6936.45,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,3
CUST0000294517,17,17.56,1.032941176,1.352941176,40.47058824,708,731.3223529,0.882352941,0.117647059,0,0,1,0,0,1,0,0,0,0.058823529,0.117647059,0.764705882,0.058823529,2
CUST0000294557,1,5.11,5.11,12,0,669,3418.59,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
CUST0000294712,2,25.16,12.58,21.5,1,114,1434.12,0.5,0,0.5,0.5,0.5,0,0,0.5,0.5,0,0,0.5,0.5,0,0,1
CUST0000295487,1,4.9,4.9,5,0,786,3851.4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
CUST0000295499,1,4.95,4.95,7,0,356,1762.2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2
CUST0000295508,5,80.28,16.056,8.4,90.8,576,9248.256,0.2,0.4,0.4,0.4,0.4,0.2,0,0.4,0.4,0.2,0,0,0.6,0.2,0.2,1
CUST0000295568,2,3.08,1.54,1,306.5,635,977.9,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2
CUST0000295661,1,9.75,9.75,3,0,279,2720.25,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2
CUST0000295948,1,25.79,25.79,16,0,564,14545.56,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,3
CUST0000296176,1,0.65,0.65,1,0,705,458.25,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2
CUST0000296815,2,5.53,2.765,3,85,294,812.91,0.5,0.5,0,0,1,0,0,1,0,0,0,0.5,0,0.5,0,2
CUST0000297112,62,1059.8,17.09354839,11.96774194,12.72580645,816,13948.33548,0.370967742,0.338709677,0.290322581,0.177419355,0.596774194,0.225806452,0,0.64516129,0.209677419,0.14516129,0,0.596774194,0.14516129,0.241935484,0.016129032,1
CUST0000297115,158,2672.48,16.91443038,10.71518987,5.158227848,820,13869.83291,0.063291139,0.462025316,0.474683544,0.094936709,0.386075949,0.506329114,0.012658228,0.341772152,0.594936709,0.063291139,0,0.544303797,0.335443038,0.050632911,0.069620253,1
CUST0000297129,1,3.44,3.44,10,0,104,357.76,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
CUST0000297236,1,6.11,6.11,5,0,148,904.28,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
CUST0000297515,24,599.03,24.95958333,14.54166667,30.91666667,771,19243.83875,0.041666667,0.416666667,0.541666667,0.083333333,0.375,0.541666667,0,0.208333333,0.666666667,0.125,0,0.583333333,0.333333333,0.041666667,0.041666667,1
CUST0000297771,1,3.13,3.13,2,0,198,619.74,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
CUST0000297799,2,33.56,16.78,13,204.5,731,12266.18,0.5,0,0.5,0,0.5,0.5,0,0.5,0.5,0,0,1,0,0,0,1
CUST0000297866,1,7.7,7.7,1,0,704,5420.8,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2
CUST0000298310,198,4075.86,20.58515152,18.14141414,4.085858586,816,16797.48364,0.090909091,0.272727273,0.636363636,0.691919192,0.247474747,0.045454545,0.015151515,0.277777778,0.338383838,0.383838384,0,0.222222222,0.606060606,0.151515152,0.02020202,3
CUST0000298319,1,9.96,9.96,4,0,202,2011.92,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
CUST0000298897,6,38.76,6.46,7.666666667,72,562,3630.52,0.333333333,0.166666667,0.5,0.5,0.333333333,0.166666667,0,0.5,0.5,0,0,0.5,0.333333333,0.166666667,0,1
CUST0000299022,67,460.53,6.87358209,6.910447761,11.44776119,788,5416.382687,0.104477612,0.701492537,0.194029851,0.119402985,0.462686567,0.417910448,0,0.52238806,0.47761194,0,0,0.089552239,0.447761194,0.328358209,0.134328358,1
CUST0000299037,106,262.85,2.479716981,2.5,7.632075472,818,2028.408491,0.58490566,0.41509434,0,0.122641509,0.716981132,0.141509434,0.018867925,0.962264151,0.018867925,0,0.018867925,0.528301887,0.08490566,0.226415094,0.141509434,2
CUST0000299156,7,207.49,29.64142857,20.57142857,22.57142857,363,10759.83857,0.142857143,0.142857143,0.714285714,0,1,0,0,0.285714286,0.285714286,0.428571429,0,0.714285714,0.142857143,0.142857143,0,3
CUST0000300125,1,1.52,1.52,1,0,616,936.32,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2
CUST0000300142,3,11.68,3.893333333,5,50,380,1479.466667,0.333333333,0.666666667,0,0.333333333,0.333333333,0.333333333,0,0.666666667,0.333333333,0,0,0.333333333,0,0.666666667,0,2
CUST0000300687,7,52.47,7.495714286,5,59.28571429,807,6049.041429,0.428571429,0.285714286,0.285714286,0,0.714285714,0.285714286,0,0.714285714,0.285714286,0,0,0.714285714,0,0.142857143,0.142857143,1
CUST0000301025,11,213.41,19.40090909,10.63636364,69.27272727,774,15016.30364,0.272727273,0.090909091,0.636363636,0.181818182,0.727272727,0.090909091,0,0.181818182,0.636363636,0.090909091,0.090909091,0.272727273,0.272727273,0.181818182,0.181818182,1
CUST0000301035,9,37.92,4.213333333,2.888888889,37.22222222,423,1782.24,0.555555556,0.444444444,0,0.111111111,0.666666667,0.222222222,0,0.888888889,0.111111111,0,0,0.555555556,0.111111111,0.222222222,0.111111111,2
CUST0000301081,1,2.05,2.05,2,0,773,1584.65,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2
CUST0000301430,29,523.87,18.06448276,10.93103448,21.79310345,671,12121.26793,0.137931034,0.379310345,0.482758621,0.206896552,0.551724138,0.24137931,0,0.275862069,0.586206897,0.137931034,0,0.448275862,0.413793103,0.137931034,0,1
CUST0000301843,45,253.3,5.628888889,4.777777778,10.6,485,2730.011111,0.222222222,0.688888889,0.088888889,0.088888889,0.8,0.111111111,0,0.711111111,0.288888889,0,0,0.866666667,0.066666667,0.022222222,0.044444444,1
CUST0000302332,11,45.79,4.162727273,5.181818182,47.81818182,616,2564.24,0.272727273,0.636363636,0.090909091,0.545454545,0.363636364,0.090909091,0,0.909090909,0.090909091,0,0,0.727272727,0.181818182,0.090909091,0,1
CUST0000302785,1,5.02,5.02,8,0,708,3554.16,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
CUST0000303300,4,4.62,1.155,1,158,757,874.335,1,0,0,0,1,0,0,1,0,0,0,0.25,0,0.75,0,2
CUST0000303829,26,65.09,2.503461538,2.769230769,26.76923077,814,2037.817692,0.615384615,0.384615385,0,0.269230769,0.615384615,0.115384615,0,0.961538462,0.038461538,0,0,0.307692308,0.115384615,0.5,0.076923077,2
CUST0000303864,17,476.03,28.00176471,18.70588235,39.58823529,686,19209.21059,0,0.470588235,0.529411765,0.117647059,0.588235294,0.294117647,0,0.411764706,0.352941176,0.176470588,0.058823529,0.529411765,0.294117647,0.117647059,0,1
CUST0000305139,7,34.79,4.97,3.142857143,45.57142857,340,1689.8,0.714285714,0.142857143,0.142857143,0.142857143,0.714285714,0.142857143,0,0.857142857,0.142857143,0,0,0.714285714,0.142857143,0.142857143,0,2
CUST0000305858,12,223.98,18.665,13.66666667,49.66666667,637,11889.605,0.416666667,0,0.583333333,0.25,0.75,0,0,0.416666667,0.333333333,0.25,0,0.5,0.25,0.166666667,0.083333333,1
CUST0000306181,11,402.99,36.63545455,24.63636364,73.81818182,817,29931.16636,0,0,1,0.363636364,0.454545455,0.181818182,0,0,0.363636364,0.636363636,0,0.090909091,0.636363636,0.272727273,0,3
CUST0000306182,11,109.21,9.928181818,7.363636364,53.09090909,657,6522.815455,0.545454545,0.272727273,0.181818182,0.181818182,0.818181818,0,0,0.727272727,0.181818182,0.090909091,0,0.454545455,0.090909091,0.454545455,0,2
CUST0000306622,1,0.29,0.29,1,0,270,78.3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2
CUST0000306717,6,152.68,25.44666667,12.66666667,78.83333333,545,13868.43333,0,0.5,0.5,0,0.833333333,0.166666667,0,0.5,0.166666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,1
CUST0000307164,9,35.16,3.906666667,2.444444444,64.55555556,795,3105.8,0.555555556,0.444444444,0,0.111111111,0.666666667,0.222222222,0,0.888888889,0.111111111,0,0,0.777777778,0.111111111,0.111111111,0,2
CUST0000307261,11,47.96,4.36,5.454545455,52.18181818,616,2685.76,0.363636364,0.545454545,0.090909091,0.636363636,0.363636364,0,0,0.727272727,0.272727273,0,0,0.545454545,0.363636364,0.090909091,0,1
CUST0000307318,1,1.54,1.54,2,0,170,261.8,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2
CUST0000307323,42,294.65,7.01547619,7.142857143,19.14285714,813,5703.582143,0.30952381,0.380952381,0.30952381,0.261904762,0.5,0.238095238,0,0.642857143,0.357142857,0,0,0.428571429,0.30952381,0.214285714,0.047619048,1
CUST0000307463,1,27.34,27.34,22,0,503,13752.02,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
CUST0000307692,2,18.72,9.36,1,77,199,1862.64,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2
CUST0000308778,20,291.99,14.5995,11.25,37.95,793,11577.4035,0.1,0.35,0.55,0.05,0.4,0.4,0.15,0.35,0.3,0.35,0,0.3,0.55,0,0.15,1
CUST0000308781,1,5.77,5.77,1,0,783,4517.91,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
CUST0000309691,11,47.62,4.329090909,3.090909091,62.90909091,749,3242.489091,0.363636364,0.636363636,0,0.181818182,0.727272727,0.090909091,0,0.727272727,0.272727273,0,0,0.181818182,0.181818182,0.363636364,0.272727273,2
CUST0000309908,46,197.54,4.294347826,4.260869565,15.08695652,699,3001.74913,0.391304348,0.543478261,0.065217391,0.02173913,0.391304348,0.586956522,0,0.782608696,0.195652174,0.02173913,0,0.304347826,0.195652174,0.5,0,1
CUST0000310063,4,92.1,23.025,18.75,69,366,8427.15,0,0.25,0.75,0.5,0.5,0,0,0.25,0.75,0,0,0.5,0.25,0,0.25,1
CUST0000310147,49,389.73,7.953673469,6.285714286,16.18367347,804,6394.753469,0.285714286,0.530612245,0.183673469,0.591836735,0.285714286,0.12244898,0,0.469387755,0.469387755,0.06122449,0,0.591836735,0.244897959,0.12244898,0.040816327,1
CUST0000310258,5,175.64,35.128,25.6,99.8,691,24273.448,0.4,0,0.6,0.2,0.6,0.2,0,0.4,0,0.6,0,0.4,0.4,0.2,0,3
CUST0000310332,1,3.38,3.38,3,0,660,2230.8,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
CUST0000310750,3,43.26,14.42,16.66666667,150,512,7383.04,0,0.333333333,0.666666667,0,0.666666667,0,0.333333333,0,0,0.666666667,0.333333333,0,0.666666667,0,0,3
CUST0000310991,16,827.2,51.7,25.8125,36,620,32054,0,0.25,0.75,0,0.9375,0.0625,0,0.25,0.125,0.625,0,0.25,0.4375,0.25,0.0625,3
CUST0000311311,16,132.26,8.26625,6.4375,49.9375,819,6770.05875,0.375,0.375,0.25,0.25,0.5,0.25,0,0.625,0.375,0,0,0.6875,0.125,0.1875,0,1
CUST0000311641,4,72.53,18.1325,17,82.5,377,6835.9525,0.25,0,0.75,0,0.5,0.25,0.25,0,0.25,0.5,0.25,0.25,0.5,0,0,3
CUST0000311656,2,0.16,0.08,1,151,335,26.8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
CUST0000311817,6,96.54,16.09,13.66666667,46,363,5840.67,0,0.5,0.5,0.666666667,0.333333333,0,0,0.166666667,0.833333333,0,0,0.166666667,0.666666667,0.166666667,0,1
CUST0000312023,4,6.25,1.5625,2,33.75,673,1051.5625,0.5,0.5,0,0,1,0,0,1,0,0,0,0,0.25,0.75,0,2
CUST0000312034,135,2992.32,22.16533333,16.03703704,5.962962963,818,18131.24267,0.214814815,0.22962963,0.555555556,0.140740741,0.62962963,0.185185185,0.044444444,0.407407407,0.251851852,0.333333333,0.007407407,0.42962963,0.325925926,0.148148148,0.088888889,3
CUST0000312108,58,873.61,15.06224138,8.931034483,13.9137931,815,12275.72672,0.137931034,0.551724138,0.310344828,0,0.310344828,0.689655172,0,0.706896552,0.25862069,0.034482759,0,0.620689655,0.206896552,0.137931034,0.034482759,1
CUST0000312377,29,282.17,9.73,5.586206897,26.4137931,815,7929.95,0.275862069,0.620689655,0.103448276,0.103448276,0.689655172,0.172413793,0.034482759,0.689655172,0.310344828,0,0,0.517241379,0.310344828,0.103448276,0.068965517,1
CUST0000312411,90,2510.18,27.89088889,22.4,8.633333333,791,22061.69311,0.1,0.2,0.7,0.722222222,0.244444444,0.033333333,0,0.244444444,0.166666667,0.588888889,0,0.533333333,0.288888889,0.155555556,0.022222222,3
CUST0000313042,31,368.49,11.88677419,9.032258065,25.64516129,822,9770.928387,0.258064516,0.387096774,0.35483871,0.258064516,0.580645161,0.096774194,0.064516129,0.451612903,0.483870968,0.064516129,0,0.193548387,0.35483871,0.387096774,0.064516129,1
CUST0000314122,12,290.43,24.2025,16.58333333,64.25,812,19652.43,0.166666667,0,0.833333333,0,0.5,0.5,0,0.166666667,0.5,0.333333333,0,0.25,0.166666667,0.583333333,0,3
CUST0000314193,1,1.71,1.71,3,0,545,931.95,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2
CUST0000314681,10,280.89,28.089,16.1,35.7,550,15448.95,0.1,0.2,0.7,0.2,0.5,0.3,0,0.3,0.1,0.6,0,0.5,0.4,0,0.1,3
CUST0000314742,2,1.88,0.94,2,140.5,630,592.2,0.5,0.5,0,0,0.5,0.5,0,1,0,0,0,0.5,0,0,0.5,2
CUST0000314808,1,0.79,0.79,1,0,106,83.74,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2
CUST0000315496,1,0.16,0.16,4,0,95,15.2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2
CUST0000316818,1,6.77,6.77,4,0,620,4197.4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
CUST0000317126,228,1085.12,4.759298246,3.385964912,3.565789474,822,3912.143158,0.442982456,0.521929825,0.035087719,0.355263158,0.451754386,0.070175439,0.122807018,0.828947368,0.087719298,0,0.083333333,0.421052632,0.162280702,0.197368421,0.135964912,1
CUST0000317284,1,1.46,1.46,2,0,321,468.66,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2
CUST0000317621,2,9.27,4.635,3,1.5,303,1404.405,0.5,0.5,0,0.5,0.5,0,0,1,0,0,0,0.5,0.5,0,0,2
CUST0000319615,2,1.93,0.965,1,41,240,231.6,1,0,0,0,1,0,0,1,0,0,0,0.5,0,0.5,0,2
CUST0000320397,2,14.07,7.035,4,239.5,702,4938.57,0.5,0.5,0,0,1,0,0,1,0,0,0,1,0,0,0,2
CUST0000320706,1,1.41,1.41,2,0,804,1133.64,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2
CUST0000320942,2,10.2,5.1,4,34,413,2106.3,0.5,0.5,0,0,0,1,0,0.5,0.5,0,0,0.5,0.5,0,0,1
CUST0000321246,7,34.05,4.864285714,3.571428571,74.71428571,786,3823.328571,0.571428571,0.285714286,0.142857143,0,1,0,0,0.857142857,0.142857143,0,0,0.428571429,0.142857143,0.142857143,0.285714286,2
CUST0000321672,1,7.44,7.44,1,0,278,2068.32,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2
CUST0000322279,1,0.79,0.79,1,0,525,414.75,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2
CUST0000322426,7,13.31,1.901428571,1.142857143,88.85714286,647,1230.224286,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
CUST0000322549,6,80.38,13.39666667,8.833333333,91.5,564,7555.72,0,0.666666667,0.333333333,0,0.5,0.5,0,0,1,0,0,0.333333333,0.666666667,0,0,1
CUST0000322562,93,2582.35,27.7672043,26.30107527,8.688172043,814,22602.5043,0.172043011,0.290322581,0.537634409,0.559139785,0.376344086,0.021505376,0.043010753,0.408602151,0.225806452,0.35483871,0.010752688,0.494623656,0.225806452,0.129032258,0.139784946,3
CUST0000322740,2,1.72,0.86,1,290,625,537.5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2
CUST0000323394,5,141.18,28.236,15.2,142.6,797,22504.092,0.2,0.4,0.4,0,0.8,0.2,0,0.6,0.4,0,0,0.4,0.4,0.2,0,1
CUST0000324094,1,30.65,30.65,21,0,672,20596.8,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
CUST0000324250,3,5.17,1.723333333,1.666666667,153,613,1056.403333,0.666666667,0.333333333,0,0.666666667,0.333333333,0,0,1,0,0,0,1,0,0,0,2
CUST0000324423,10,102.95,10.295,11.3,23.1,821,8452.195,0,0.5,0.5,0.1,0.3,0.6,0,0.3,0.6,0.1,0,0.5,0.1,0.4,0,1
CUST0000324730,5,61.4,12.28,3.6,105.6,659,8092.52,0.6,0.4,0,0,0.4,0.6,0,1,0,0,0,0.6,0,0.2,0.2,2
CUST0000324741,1,14.56,14.56,9,0,382,5561.92,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
CUST0000325045,5,30.84,6.168,9.6,43.4,247,1523.496,0.6,0,0.4,0.2,0.8,0,0,0.6,0.4,0,0,0.4,0.2,0.4,0,2
CUST0000325071,46,835.03,18.15282609,15.34782609,7.195652174,358,6498.711739,0.152173913,0.347826087,0.5,0.586956522,0.347826087,0.02173913,0.043478261,0.413043478,0.195652174,0.369565217,0.02173913,0.260869565,0.347826087,0.282608696,0.086956522,1
CUST0000325292,287,4739.55,16.5141115,12.73867596,2.850174216,822,13574.59965,0.160278746,0.331010453,0.508710801,0.128919861,0.585365854,0.271777003,0.013937282,0.320557491,0.445993031,0.177700348,0.055749129,0.550522648,0.236933798,0.090592334,0.066202091,1
CUST0000325587,3,39.24,13.08,7,133,514,6723.12,0,1,0,0,0.333333333,0.666666667,0,0.333333333,0.666666667,0,0,0.666666667,0.333333333,0,0,1
CUST0000326082,2,7.33,3.665,2.5,85.5,399,1462.335,0.5,0.5,0,0,1,0,0,1,0,0,0,1,0,0,0,2
CUST0000326140,27,780.18,28.89555556,18.77777778,23.33333333,658,19013.27556,0,0.111111111,0.888888889,0.148148148,0.555555556,0.296296296,0,0.074074074,0.518518519,0.407407407,0,0.481481481,0.407407407,0.111111111,0,3
CUST0000326271,3,1.34,0.446666667,1,78.33333333,815,364.0333333,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2
CUST0000326334,3,17.28,5.76,4.666666667,0.333333333,390,2246.4,0.666666667,0,0.333333333,0.333333333,0.333333333,0,0.333333333,0.666666667,0.333333333,0,0,0.666666667,0,0,0.333333333,2
CUST0000327543,1,1.49,1.49,2,0,493,734.57,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2
CUST0000327573,1,15.65,15.65,12,0,810,12676.5,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
CUST0000327578,16,109.7,6.85625,6.125,48.375,778,5334.1625,0.1875,0.75,0.0625,0.125,0.4375,0.4375,0,0.875,0.125,0,0,0.6875,0.125,0.0625,0.125,1
CUST0000328079,6,246.17,41.02833333,49.66666667,44.83333333,291,11939.245,0,0.166666667,0.833333333,0,1,0,0,0,0.166666667,0.833333333,0,0.166666667,0.833333333,0,0,3
CUST0000328290,2,17.14,8.57,6,293,636,5450.52,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
CUST0000328513,7,78.01,11.14428571,10.57142857,84.42857143,641,7143.487143,0,0.428571429,0.571428571,0.285714286,0.571428571,0,0.142857143,0.714285714,0,0.142857143,0.142857143,0.285714286,0.571428571,0,0,1
CUST0000328892,1,14.74,14.74,10,0,375,5527.5,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
CUST0000329291,30,216.13,7.204333333,11.1,21.46666667,711,5122.281,0.1,0.533333333,0.366666667,0.8,0.1,0,0.1,0.633333333,0.3,0,0.066666667,0.433333333,0.266666667,0.2,0.033333333,1
CUST0000329306,4,9.61,2.4025,2.5,88.25,607,1458.3175,0.75,0.25,0,0.75,0.25,0,0,1,0,0,0,0.5,0.25,0.25,0,2
CUST0000329395,2,6.16,3.08,3,259,684,2106.72,0.5,0.5,0,0,0.5,0.5,0,1,0,0,0,1,0,0,0,2
CUST0000329524,18,233.72,12.98444444,7.388888889,34.88888889,637,8271.091111,0.222222222,0.5,0.277777778,0.166666667,0.555555556,0.277777778,0,0.555555556,0.388888889,0.055555556,0,0.444444444,0.333333333,0.222222222,0,1
CUST0000329537,123,3192.82,25.95788618,21.33333333,6.56097561,821,21311.42455,0.081300813,0.146341463,0.772357724,0.097560976,0.569105691,0.284552846,0.048780488,0.18699187,0.219512195,0.56097561,0.032520325,0.56097561,0.317073171,0.073170732,0.016260163,3
CUST0000329562,1,3,3,2,0,106,318,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2
CUST0000329758,1,0.38,0.38,1,0,556,211.28,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2
CUST0000331019,5,49.99,9.998,7.4,105.4,801,8008.398,0,0.8,0.2,0.6,0.4,0,0,0.2,0.8,0,0,0.2,0.8,0,0,1
CUST0000331116,7,136.35,19.47857143,7.857142857,35,422,8219.957143,0.428571429,0.285714286,0.285714286,0,0.857142857,0.142857143,0,0.714285714,0.285714286,0,0,0.428571429,0.142857143,0.428571429,0,2
CUST0000331358,2,2.08,1.04,1,69,229,238.16,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2
CUST0000331764,4,14.1,3.525,2,72,299,1053.975,0.75,0.25,0,0.25,0.75,0,0,1,0,0,0,0.25,0.25,0.5,0,2
CUST0000332288,1,41.76,41.76,3,0,323,13488.48,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
CUST0000332474,3,77.94,25.98,13.66666667,35,713,18523.74,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0.666666667,0,0,0.333333333,1
CUST0000332806,1,10.75,10.75,8,0,747,8030.25,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2
CUST0000333347,111,769.5,6.932432432,7.099099099,7.243243243,822,5698.459459,0.234234234,0.558558559,0.207207207,0.216216216,0.495495495,0.261261261,0.027027027,0.567567568,0.36036036,0.045045045,0.027027027,0.603603604,0.243243243,0.108108108,0.018018018,1
CUST0000333675,2,8.61,4.305,4,6,377,1622.985,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,0,0,1,0,0,0,1
CUST0000333717,1,0.73,0.73,1,0,785,573.05,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2
CUST0000334089,6,56.34,9.39,11.5,78.16666667,485,4554.15,0.166666667,0.166666667,0.666666667,0.666666667,0.333333333,0,0,0.333333333,0.666666667,0,0,0.333333333,0.333333333,0,0.333333333,1
CUST0000334325,1,3.5,3.5,1,0,279,976.5,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2
CUST0000334362,1,2.39,2.39,1,0,581,1388.59,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
CUST0000334672,10,230.43,23.043,13.1,70.2,752,17328.336,0.1,0.4,0.5,0.3,0.6,0.1,0,0.4,0.3,0.3,0,0.6,0.3,0.1,0,1
CUST0000334773,16,87.73,5.483125,3.25,45,734,4024.61375,0.4375,0.5,0.0625,0.3125,0.5,0.125,0.0625,0.8125,0.125,0,0.0625,0.5625,0.0625,0.125,0.1875,2
CUST0000335064,248,1037.07,4.181733871,4.004032258,3.290322581,820,3429.021774,0.431451613,0.487903226,0.080645161,0.072580645,0.512096774,0.407258065,0.008064516,0.834677419,0.165322581,0,0,0.483870968,0.112903226,0.375,0.028225806,1
CUST0000335095,1,0.21,0.21,1,0,676,141.96,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2
CUST0000335864,3,31.02,10.34,10.33333333,243,805,8323.7,0,0.666666667,0.333333333,1,0,0,0,0.666666667,0,0.333333333,0,0.666666667,0.333333333,0,0,1
CUST0000335958,3,53.74,17.91333333,11.66666667,30.33333333,762,13649.96,0.666666667,0,0.333333333,0.333333333,0.333333333,0.333333333,0,0.666666667,0,0.333333333,0,0,0.333333333,0.666666667,0,2
CUST0000335996,3,20.74,6.913333333,5,43.33333333,727,5025.993333,0.333333333,0.666666667,0,0,0.333333333,0.666666667,0,0.666666667,0.333333333,0,0,0.333333333,0.333333333,0,0.333333333,1
